case,tag,arm,total_tokens,relaxed_only_tokens,hesitation_total,hesitation_relaxed_only,wait_total,hmm_total,lets_total,actually_total,but_total,wait_relaxed_only,hmm_relaxed_only,lets_relaxed_only,actually_relaxed_only,but_relaxed_only
case_092,specCascTok0p3,spec_casc_tok (α=0.3),908,32,13,2,0,0,1,1,11,0,0,0,0,2
case_092,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1390,42,16,0,1,0,1,1,13,0,0,0,0,0
case_092,strict,strict,780,0,9,0,0,0,3,0,6,0,0,0,0,0
case_093,cactus0p25,cactus (α=0.25),1163,205,22,5,0,0,4,1,17,0,0,1,0,4
case_093,mentoredDec0p37,mentored_dec (α=0.37),444,17,4,2,0,0,0,0,4,0,0,0,0,2
case_093,rFuzzy0p3,r_fuzzy (α=0.3),636,93,15,6,0,0,3,2,10,0,0,1,1,4
case_093,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),489,48,3,0,0,0,1,0,2,0,0,0,0,0
case_093,specCascOpt0p05,spec_casc_opt (α=0.05),766,60,7,0,0,0,0,0,7,0,0,0,0,0
case_093,specCascTok0p3,spec_casc_tok (α=0.3),482,12,5,0,0,0,1,0,4,0,0,0,0,0
case_093,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),495,4,4,0,0,0,1,0,3,0,0,0,0,0
case_093,strict,strict,635,0,7,0,0,0,2,0,5,0,0,0,0,0
case_094,cactus0p25,cactus (α=0.25),4133,702,83,24,12,0,22,8,41,5,0,9,2,8
case_094,mentoredDec0p37,mentored_dec (α=0.37),1582,76,23,4,4,0,6,2,11,1,0,1,0,2
case_094,rFuzzy0p3,r_fuzzy (α=0.3),9009,2074,312,89,66,2,73,18,153,14,2,33,5,35
case_094,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),9003,1601,226,0,63,0,49,28,86,0,0,0,0,0
case_094,specCascOpt0p05,spec_casc_opt (α=0.05),9004,1113,236,30,59,0,42,24,111,3,0,5,3,19
case_094,specCascTok0p3,spec_casc_tok (α=0.3),1490,53,21,1,3,0,8,0,10,0,0,1,0,0
case_094,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1699,45,24,0,4,0,9,2,9,0,0,0,0,0
case_094,strict,strict,1415,0,19,0,2,0,4,2,11,0,0,0,0,0
case_095,cactus0p25,cactus (α=0.25),2344,288,27,6,5,1,9,3,9,1,0,2,2,1
case_095,mentoredDec0p37,mentored_dec (α=0.37),718,14,3,0,0,0,1,0,2,0,0,0,0,0
case_095,rFuzzy0p3,r_fuzzy (α=0.3),2326,271,37,12,5,0,8,7,17,2,0,1,4,5
case_095,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1363,197,18,0,6,0,6,2,4,0,0,0,0,0
case_095,specCascOpt0p05,spec_casc_opt (α=0.05),1408,97,5,1,0,0,3,1,1,0,0,1,0,0
case_095,specCascTok0p3,spec_casc_tok (α=0.3),673,7,3,0,0,0,1,0,2,0,0,0,0,0
case_095,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),673,7,3,0,0,0,1,0,2,0,0,0,0,0
case_095,strict,strict,710,0,8,0,0,0,3,0,5,0,0,0,0,0
case_096,cactus0p25,cactus (α=0.25),975,139,12,2,0,0,2,2,8,0,0,0,0,2
case_096,mentoredDec0p37,mentored_dec (α=0.37),516,23,1,0,0,0,1,0,0,0,0,0,0,0
case_096,rFuzzy0p3,r_fuzzy (α=0.3),1081,186,21,3,0,0,1,1,19,0,0,0,0,3
case_096,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1650,283,29,0,1,0,2,3,23,0,0,0,0,0
case_096,specCascOpt0p05,spec_casc_opt (α=0.05),962,105,17,5,2,0,2,3,10,0,0,1,0,4
case_096,specCascTok0p3,spec_casc_tok (α=0.3),1689,62,24,1,2,0,2,2,18,0,0,0,0,1
case_096,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),755,20,7,0,0,0,1,1,5,0,0,0,0,0
case_096,strict,strict,593,0,4,0,0,0,1,0,3,0,0,0,0,0
case_097,cactus0p25,cactus (α=0.25),835,80,10,2,2,0,2,1,5,1,0,0,0,1
case_097,mentoredDec0p37,mentored_dec (α=0.37),979,49,20,6,1,0,7,1,11,0,0,3,0,3
case_097,rFuzzy0p3,r_fuzzy (α=0.3),1005,123,19,4,1,0,4,2,12,0,0,1,0,3
case_097,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),820,99,11,0,2,0,2,1,6,0,0,0,0,0
case_097,specCascOpt0p05,spec_casc_opt (α=0.05),724,46,7,0,0,1,1,1,4,0,0,0,0,0
case_097,specCascTok0p3,spec_casc_tok (α=0.3),979,22,11,0,2,0,2,0,7,0,0,0,0,0
case_097,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),872,8,8,0,1,0,2,0,5,0,0,0,0,0
case_097,strict,strict,755,0,6,0,1,0,2,0,3,0,0,0,0,0
case_098,cactus0p25,cactus (α=0.25),1683,317,51,7,4,1,15,3,28,1,0,3,1,2
case_098,mentoredDec0p37,mentored_dec (α=0.37),460,14,3,1,0,0,1,0,2,0,0,0,0,1
case_098,rFuzzy0p3,r_fuzzy (α=0.3),917,124,17,5,5,0,0,2,10,1,0,0,1,3
case_098,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),917,147,14,0,1,0,5,2,6,0,0,0,0,0
case_098,specCascOpt0p05,spec_casc_opt (α=0.05),1447,183,35,8,7,0,9,4,15,1,0,3,1,3
case_098,specCascTok0p3,spec_casc_tok (α=0.3),356,5,3,0,0,0,2,0,1,0,0,0,0,0
case_098,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),356,5,3,0,0,0,2,0,1,0,0,0,0,0
case_098,strict,strict,503,0,7,0,0,0,1,1,5,0,0,0,0,0
case_099,cactus0p25,cactus (α=0.25),980,133,19,5,3,0,4,3,9,1,0,2,1,1
case_099,mentoredDec0p37,mentored_dec (α=0.37),403,15,5,1,0,0,2,0,3,0,0,0,0,1
case_099,rFuzzy0p3,r_fuzzy (α=0.3),586,109,9,2,2,0,3,2,2,0,0,1,1,0
case_099,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),726,97,6,0,2,0,1,1,2,0,0,0,0,0
case_099,specCascOpt0p05,spec_casc_opt (α=0.05),788,49,12,0,2,0,4,0,6,0,0,0,0,0
case_099,specCascTok0p3,spec_casc_tok (α=0.3),439,16,7,0,0,0,2,0,5,0,0,0,0,0
case_099,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),439,16,7,0,0,0,2,0,5,0,0,0,0,0
case_099,strict,strict,464,0,1,0,0,0,1,0,0,0,0,0,0,0
case_100,cactus0p25,cactus (α=0.25),3579,732,81,20,13,0,11,16,41,2,0,8,1,9
case_100,mentoredDec0p37,mentored_dec (α=0.37),883,41,12,1,0,0,2,0,10,0,0,0,0,1
case_100,rFuzzy0p3,r_fuzzy (α=0.3),2349,407,50,12,5,0,9,8,28,2,0,1,2,7
case_100,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2190,334,37,0,9,0,6,5,17,0,0,0,0,0
case_100,specCascOpt0p05,spec_casc_opt (α=0.05),2404,320,56,10,10,0,9,10,27,2,0,2,1,5
case_100,specCascTok0p3,spec_casc_tok (α=0.3),1307,40,26,2,3,0,3,5,15,0,0,0,0,2
case_100,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1339,31,9,0,1,0,1,1,6,0,0,0,0,0
case_100,strict,strict,1225,0,14,0,1,0,0,0,13,0,0,0,0,0
case_101,cactus0p25,cactus (α=0.25),1242,226,24,5,3,0,7,4,10,1,0,1,0,3
case_101,mentoredDec0p37,mentored_dec (α=0.37),507,23,5,1,0,0,2,0,3,0,0,0,0,1
case_101,rFuzzy0p3,r_fuzzy (α=0.3),1230,196,22,9,3,0,3,2,14,0,0,1,1,7
case_101,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),966,169,9,0,4,0,2,2,1,0,0,0,0,0
case_101,specCascOpt0p05,spec_casc_opt (α=0.05),922,85,15,3,3,0,4,2,6,0,0,2,0,1
case_101,specCascTok0p3,spec_casc_tok (α=0.3),980,20,12,0,1,0,4,1,6,0,0,0,0,0
case_101,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),656,16,7,0,0,0,1,0,6,0,0,0,0,0
case_101,strict,strict,909,0,12,0,2,0,4,0,6,0,0,0,0,0
case_102,cactus0p25,cactus (α=0.25),717,112,9,2,0,0,1,1,7,0,0,0,0,2
case_102,mentoredDec0p37,mentored_dec (α=0.37),1091,53,11,1,2,0,1,0,8,0,0,0,0,1
case_102,rFuzzy0p3,r_fuzzy (α=0.3),618,92,8,2,0,0,4,1,3,0,0,2,0,0
case_102,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),642,101,6,0,0,0,2,0,4,0,0,0,0,0
case_102,specCascOpt0p05,spec_casc_opt (α=0.05),598,64,5,1,0,0,2,1,2,0,0,0,1,0
case_102,specCascTok0p3,spec_casc_tok (α=0.3),765,25,14,1,0,0,2,1,11,0,0,0,0,1
case_102,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),714,30,9,0,0,0,1,1,7,0,0,0,0,0
case_102,strict,strict,733,0,11,0,0,0,2,1,8,0,0,0,0,0
case_103,cactus0p25,cactus (α=0.25),3244,607,86,20,14,1,8,11,52,4,1,2,1,12
case_103,mentoredDec0p37,mentored_dec (α=0.37),1820,100,23,3,0,0,4,3,16,0,0,1,0,2
case_103,rFuzzy0p3,r_fuzzy (α=0.3),4065,664,80,16,6,0,7,7,60,1,0,0,2,13
case_103,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1725,284,27,0,3,0,1,5,18,0,0,0,0,0
case_103,specCascOpt0p05,spec_casc_opt (α=0.05),1012,103,15,0,1,0,1,0,13,0,0,0,0,0
case_103,specCascTok0p3,spec_casc_tok (α=0.3),1548,48,21,0,0,0,3,0,18,0,0,0,0,0
case_103,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),761,27,14,0,0,0,2,1,11,0,0,0,0,0
case_103,strict,strict,994,0,19,0,0,0,2,3,14,0,0,0,0,0
case_104,cactus0p25,cactus (α=0.25),5394,1114,176,46,20,1,36,23,96,8,0,15,2,21
case_104,mentoredDec0p37,mentored_dec (α=0.37),958,47,16,1,1,0,4,1,10,0,0,0,0,1
case_104,rFuzzy0p3,r_fuzzy (α=0.3),5111,1028,166,38,35,3,38,21,69,7,2,9,1,19
case_104,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2704,519,61,0,14,0,11,8,28,0,0,0,0,0
case_104,specCascOpt0p05,spec_casc_opt (α=0.05),2280,278,54,6,10,1,5,7,31,2,0,1,1,2
case_104,specCascTok0p3,spec_casc_tok (α=0.3),1358,32,17,1,2,0,4,1,10,0,0,1,0,0
case_104,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1540,42,35,0,3,0,5,2,25,0,0,0,0,0
case_104,strict,strict,1180,0,22,0,5,1,5,2,9,0,0,0,0,0
case_105,cactus0p25,cactus (α=0.25),954,126,4,1,0,0,0,0,4,0,0,0,0,1
case_105,mentoredDec0p37,mentored_dec (α=0.37),604,32,4,0,1,0,1,0,2,0,0,0,0,0
case_105,rFuzzy0p3,r_fuzzy (α=0.3),635,105,11,6,2,0,1,1,7,1,0,1,1,3
case_105,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),889,168,8,1,1,1,0,0,6,0,1,0,0,0
case_105,specCascOpt0p05,spec_casc_opt (α=0.05),573,58,4,0,0,0,2,2,0,0,0,0,0,0
case_105,specCascTok0p3,spec_casc_tok (α=0.3),576,16,5,0,0,0,3,0,2,0,0,0,0,0
case_105,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),593,9,4,0,0,0,3,1,0,0,0,0,0,0
case_105,strict,strict,787,0,14,0,0,0,3,0,11,0,0,0,0,0
case_106,cactus0p25,cactus (α=0.25),2467,335,28,7,1,0,7,2,18,0,0,0,0,7
case_106,mentoredDec0p37,mentored_dec (α=0.37),1599,72,20,0,0,1,2,1,16,0,0,0,0,0
case_106,rFuzzy0p3,r_fuzzy (α=0.3),1548,207,23,2,3,0,3,3,14,0,0,1,0,1
case_106,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1908,292,27,0,3,0,3,3,18,0,0,0,0,0
case_106,specCascOpt0p05,spec_casc_opt (α=0.05),2744,266,37,6,6,0,7,4,20,1,0,0,1,4
case_106,specCascTok0p3,spec_casc_tok (α=0.3),1492,35,16,2,1,0,4,0,11,0,0,1,0,1
case_106,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1044,19,6,0,0,0,1,0,5,0,0,0,0,0
case_106,strict,strict,999,0,15,0,0,0,2,1,12,0,0,0,0,0
case_107,cactus0p25,cactus (α=0.25),849,107,12,2,2,0,1,1,8,0,0,0,0,2
case_107,mentoredDec0p37,mentored_dec (α=0.37),861,41,12,1,1,0,1,0,10,0,0,0,0,1
case_107,rFuzzy0p3,r_fuzzy (α=0.3),2112,341,37,6,3,0,8,1,25,1,0,1,1,3
case_107,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1973,291,32,0,5,0,7,1,19,0,0,0,0,0
case_107,specCascOpt0p05,spec_casc_opt (α=0.05),850,60,16,5,3,0,4,2,7,0,0,1,1,3
case_107,specCascTok0p3,spec_casc_tok (α=0.3),946,18,14,2,0,0,3,1,10,0,0,0,0,2
case_107,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),784,12,9,0,0,0,2,0,7,0,0,0,0,0
case_107,strict,strict,1316,0,14,0,0,0,2,1,11,0,0,0,0,0
case_108,cactus0p25,cactus (α=0.25),472,39,0,0,0,0,0,0,0,0,0,0,0,0
case_108,mentoredDec0p37,mentored_dec (α=0.37),560,15,3,0,0,0,2,0,1,0,0,0,0,0
case_108,rFuzzy0p3,r_fuzzy (α=0.3),829,108,10,2,0,0,5,0,5,0,0,1,0,1
case_108,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),782,118,6,0,0,0,0,1,5,0,0,0,0,0
case_108,specCascOpt0p05,spec_casc_opt (α=0.05),704,49,5,0,0,0,2,0,3,0,0,0,0,0
case_108,specCascTok0p3,spec_casc_tok (α=0.3),456,3,3,0,0,0,3,0,0,0,0,0,0,0
case_108,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),456,3,3,0,0,0,3,0,0,0,0,0,0,0
case_108,strict,strict,451,0,2,0,0,0,1,0,1,0,0,0,0,0
case_109,cactus0p25,cactus (α=0.25),2833,525,57,12,6,0,11,7,33,1,0,1,2,8
case_109,mentoredDec0p37,mentored_dec (α=0.37),1099,64,10,3,2,0,3,1,4,0,0,1,0,2
case_109,rFuzzy0p3,r_fuzzy (α=0.3),3701,716,87,25,20,0,14,18,35,4,0,4,3,14
case_109,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3212,622,45,0,11,0,9,12,13,0,0,0,0,0
case_109,specCascOpt0p05,spec_casc_opt (α=0.05),3965,495,105,13,21,2,15,12,55,0,0,2,2,9
case_109,specCascTok0p3,spec_casc_tok (α=0.3),1070,32,9,1,1,0,3,1,4,0,0,0,0,1
case_109,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),894,28,5,0,1,0,3,0,1,0,0,0,0,0
case_109,strict,strict,1953,0,21,0,4,1,8,1,7,0,0,0,0,0
case_110,cactus0p25,cactus (α=0.25),4046,876,101,29,14,1,16,17,53,2,0,11,5,11
case_110,mentoredDec0p37,mentored_dec (α=0.37),3078,170,46,5,6,0,8,8,24,0,0,1,0,4
case_110,rFuzzy0p3,r_fuzzy (α=0.3),4800,975,131,29,18,3,36,21,53,5,2,12,4,6
case_110,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2572,481,54,0,12,0,13,15,14,0,0,0,0,0
case_110,specCascOpt0p05,spec_casc_opt (α=0.05),4287,554,92,19,16,0,31,6,39,2,0,10,0,7
case_110,specCascTok0p3,spec_casc_tok (α=0.3),2645,81,46,2,3,0,9,2,32,0,0,1,0,1
case_110,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1538,37,10,0,1,0,3,1,5,0,0,0,0,0
case_110,strict,strict,1132,0,7,0,0,0,3,2,2,0,0,0,0,0
case_111,cactus0p25,cactus (α=0.25),1233,222,17,5,2,0,2,4,9,0,0,0,0,5
case_111,mentoredDec0p37,mentored_dec (α=0.37),1076,68,10,1,1,0,2,1,6,0,0,0,0,1
case_111,rFuzzy0p3,r_fuzzy (α=0.3),1702,282,23,6,4,0,2,2,15,1,0,0,0,5
case_111,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1330,199,15,0,2,0,2,2,9,0,0,0,0,0
case_111,specCascOpt0p05,spec_casc_opt (α=0.05),2141,239,38,5,4,0,2,2,30,0,0,1,1,3
case_111,specCascTok0p3,spec_casc_tok (α=0.3),1139,38,12,1,0,0,1,1,10,0,0,0,0,1
case_111,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),964,28,12,0,0,0,3,1,8,0,0,0,0,0
case_111,strict,strict,845,0,7,0,0,0,1,1,5,0,0,0,0,0
case_112,cactus0p25,cactus (α=0.25),1011,174,16,6,1,0,3,0,12,0,0,2,0,4
case_112,mentoredDec0p37,mentored_dec (α=0.37),512,16,2,0,0,0,1,0,1,0,0,0,0,0
case_112,rFuzzy0p3,r_fuzzy (α=0.3),1285,185,10,4,1,0,4,0,5,0,0,1,0,3
case_112,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1199,215,7,0,0,0,0,0,7,0,0,0,0,0
case_112,specCascOpt0p05,spec_casc_opt (α=0.05),577,47,1,0,0,0,0,0,1,0,0,0,0,0
case_112,specCascTok0p3,spec_casc_tok (α=0.3),543,18,5,0,1,0,1,1,2,0,0,0,0,0
case_112,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),624,11,6,0,0,0,2,1,3,0,0,0,0,0
case_112,strict,strict,583,0,5,0,0,0,1,0,4,0,0,0,0,0
case_113,cactus0p25,cactus (α=0.25),641,81,8,3,0,0,4,0,4,0,0,1,0,2
case_113,mentoredDec0p37,mentored_dec (α=0.37),465,14,0,0,0,0,0,0,0,0,0,0,0,0
case_113,rFuzzy0p3,r_fuzzy (α=0.3),1438,174,13,2,3,0,4,0,6,0,0,1,0,1
case_113,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),765,142,5,0,0,0,3,0,2,0,0,0,0,0
case_113,specCascOpt0p05,spec_casc_opt (α=0.05),649,84,1,0,0,0,1,0,0,0,0,0,0,0
case_113,specCascTok0p3,spec_casc_tok (α=0.3),452,7,1,0,0,0,1,0,0,0,0,0,0,0
case_113,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),452,7,1,0,0,0,1,0,0,0,0,0,0,0
case_113,strict,strict,621,0,2,0,0,0,2,0,0,0,0,0,0,0
case_114,cactus0p25,cactus (α=0.25),3930,657,87,17,23,0,9,10,45,0,0,3,2,12
case_114,mentoredDec0p37,mentored_dec (α=0.37),2846,171,49,5,8,1,10,7,23,0,0,1,2,2
case_114,rFuzzy0p3,r_fuzzy (α=0.3),6755,1158,169,38,36,1,22,26,84,8,0,3,6,21
case_114,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4397,727,71,0,9,0,17,15,30,0,0,0,0,0
case_114,specCascOpt0p05,spec_casc_opt (α=0.05),9008,1039,260,27,59,3,32,42,124,4,0,6,1,16
case_114,specCascTok0p3,spec_casc_tok (α=0.3),2458,76,29,1,5,0,7,4,13,0,0,0,0,1
case_114,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2105,69,40,0,10,0,5,5,20,0,0,0,0,0
case_114,strict,strict,2244,0,37,0,8,0,9,5,15,0,0,0,0,0
case_115,cactus0p25,cactus (α=0.25),656,108,6,0,1,0,2,0,3,0,0,0,0,0
case_115,mentoredDec0p37,mentored_dec (α=0.37),493,24,4,0,0,0,2,0,2,0,0,0,0,0
case_115,rFuzzy0p3,r_fuzzy (α=0.3),1387,214,17,7,5,0,4,2,6,3,0,2,1,1
case_115,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1271,222,19,0,2,0,4,3,10,0,0,0,0,0
case_115,specCascOpt0p05,spec_casc_opt (α=0.05),1017,111,18,1,2,1,4,3,8,0,0,0,0,1
case_115,specCascTok0p3,spec_casc_tok (α=0.3),512,8,2,0,0,0,1,0,1,0,0,0,0,0
case_115,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),512,8,2,0,0,0,1,0,1,0,0,0,0,0
case_115,strict,strict,475,0,6,0,0,0,2,0,4,0,0,0,0,0
case_116,cactus0p25,cactus (α=0.25),1451,278,20,5,4,1,3,4,8,2,0,0,0,3
case_116,mentoredDec0p37,mentored_dec (α=0.37),1070,42,11,2,1,0,2,0,8,0,0,0,0,2
case_116,rFuzzy0p3,r_fuzzy (α=0.3),1778,306,30,6,4,0,6,5,15,1,0,0,2,3
case_116,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1918,340,40,0,8,0,5,8,19,0,0,0,0,0
case_116,specCascOpt0p05,spec_casc_opt (α=0.05),1193,176,17,7,2,0,1,2,12,1,0,1,1,4
case_116,specCascTok0p3,spec_casc_tok (α=0.3),880,32,7,0,0,0,2,0,5,0,0,0,0,0
case_116,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),771,15,6,0,0,0,2,0,4,0,0,0,0,0
case_116,strict,strict,923,0,5,0,0,0,2,1,2,0,0,0,0,0
case_117,cactus0p25,cactus (α=0.25),5410,1127,143,30,14,3,27,17,82,1,2,7,2,18
case_117,mentoredDec0p37,mentored_dec (α=0.37),4021,211,96,13,10,0,16,9,61,1,0,1,2,9
case_117,rFuzzy0p3,r_fuzzy (α=0.3),3758,729,106,31,19,1,21,21,44,3,1,6,6,15
case_117,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4668,878,131,0,37,1,23,27,43,0,0,0,0,0
case_117,specCascOpt0p05,spec_casc_opt (α=0.05),8252,992,249,30,29,1,53,25,141,5,1,9,2,13
case_117,specCascTok0p3,spec_casc_tok (α=0.3),1758,60,43,2,1,1,8,4,29,0,0,1,0,1
case_117,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1880,39,43,0,3,0,8,3,29,0,0,0,0,0
case_117,strict,strict,2957,0,71,0,7,1,15,7,41,0,0,0,0,0
case_118,cactus0p25,cactus (α=0.25),1152,174,13,5,1,0,5,1,6,0,0,2,0,3
case_118,mentoredDec0p37,mentored_dec (α=0.37),527,23,6,0,0,0,3,0,3,0,0,0,0,0
case_118,rFuzzy0p3,r_fuzzy (α=0.3),1571,232,20,4,2,0,6,2,10,0,0,2,0,2
case_118,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),938,149,6,0,1,0,1,2,2,0,0,0,0,0
case_118,specCascOpt0p05,spec_casc_opt (α=0.05),1046,109,7,1,0,0,2,3,2,0,0,0,0,1
case_118,specCascTok0p3,spec_casc_tok (α=0.3),800,25,6,0,1,0,2,2,1,0,0,0,0,0
case_118,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),800,25,6,0,1,0,2,2,1,0,0,0,0,0
case_118,strict,strict,854,0,3,0,1,0,1,0,1,0,0,0,0,0
case_119,cactus0p25,cactus (α=0.25),4205,765,82,20,9,0,19,11,43,2,0,6,0,12
case_119,mentoredDec0p37,mentored_dec (α=0.37),1884,95,11,2,0,0,7,0,4,0,0,1,0,1
case_119,rFuzzy0p3,r_fuzzy (α=0.3),2595,522,46,15,3,0,8,9,26,2,0,4,1,8
case_119,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),5671,900,71,0,4,0,19,10,38,0,0,0,0,0
case_119,specCascOpt0p05,spec_casc_opt (α=0.05),2513,307,32,3,1,0,5,5,21,0,0,1,1,1
case_119,specCascTok0p3,spec_casc_tok (α=0.3),912,24,9,0,2,0,0,1,6,0,0,0,0,0
case_119,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2263,57,18,0,3,0,4,2,9,0,0,0,0,0
case_119,strict,strict,2001,0,21,0,0,0,7,1,13,0,0,0,0,0
case_120,cactus0p25,cactus (α=0.25),1600,313,38,8,2,0,10,6,20,1,0,2,2,3
case_120,mentoredDec0p37,mentored_dec (α=0.37),543,21,7,0,0,0,3,0,4,0,0,0,0,0
case_120,rFuzzy0p3,r_fuzzy (α=0.3),920,118,7,1,0,1,1,1,4,0,1,0,0,0
case_120,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1078,142,11,0,0,0,4,1,6,0,0,0,0,0
case_120,specCascOpt0p05,spec_casc_opt (α=0.05),938,94,12,1,1,0,3,0,8,1,0,0,0,0
case_120,specCascTok0p3,spec_casc_tok (α=0.3),827,23,11,2,0,0,2,0,9,0,0,0,0,2
case_120,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1585,54,24,0,0,0,7,2,15,0,0,0,0,0
case_120,strict,strict,674,0,3,0,0,0,1,0,2,0,0,0,0,0
case_121,cactus0p25,cactus (α=0.25),669,91,11,7,1,0,2,2,6,1,0,0,2,4
case_121,mentoredDec0p37,mentored_dec (α=0.37),749,54,8,1,0,0,1,1,6,0,0,0,0,1
case_121,rFuzzy0p3,r_fuzzy (α=0.3),2104,395,51,12,7,0,8,9,27,2,0,2,3,5
case_121,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1395,240,20,0,2,0,3,1,14,0,0,0,0,0
case_121,specCascOpt0p05,spec_casc_opt (α=0.05),2289,334,65,9,8,1,26,9,21,3,0,3,1,2
case_121,specCascTok0p3,spec_casc_tok (α=0.3),567,19,5,0,0,0,2,0,3,0,0,0,0,0
case_121,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),582,13,5,0,0,0,2,0,3,0,0,0,0,0
case_121,strict,strict,550,0,6,0,1,0,2,1,2,0,0,0,0,0
case_122,cactus0p25,cactus (α=0.25),1175,162,17,2,1,0,5,3,8,0,0,1,0,1
case_122,mentoredDec0p37,mentored_dec (α=0.37),491,15,2,0,0,0,2,0,0,0,0,0,0,0
case_122,rFuzzy0p3,r_fuzzy (α=0.3),568,72,3,1,0,0,2,0,1,0,0,1,0,0
case_122,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1634,280,40,0,12,0,7,4,17,0,0,0,0,0
case_122,specCascOpt0p05,spec_casc_opt (α=0.05),811,91,10,1,1,0,4,1,4,0,0,1,0,0
case_122,specCascTok0p3,spec_casc_tok (α=0.3),410,3,2,0,0,0,1,0,1,0,0,0,0,0
case_122,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),410,3,2,0,0,0,1,0,1,0,0,0,0,0
case_122,strict,strict,473,0,4,0,0,0,2,0,2,0,0,0,0,0
case_123,cactus0p25,cactus (α=0.25),722,103,13,2,1,0,2,2,8,0,0,0,1,1
